"entity_table","tablename","entity_column","columnname","no_columnas_por_tabla"
U,MOLI_SKULabel,U,LineName,46
U,MOLI_SKULabel,U,MOLI_DescriptionURL,46
U,MOLI_SKULabel,U,MOLI_ImageURL,46
U,MOLI_SKULabel,U,MOLI_RegForm_ID,46
U,MOLI_SKULabel,U,moli_skulabel_expiere,46
U,MOLI_SKULabel,U,MOLI_SKULabel_ExpireDate,46
U,MOLI_SKULabel,U,MOLI_SKULabel_FormType,46
U,MOLI_SKULabel,U,MOLI_SKULabel_LabelQuantity,46
U,MOLI_SKULabel,U,MOLI_SKULabel_MatchRegFormRule,46
U,MOLI_SKULabel,U,MOLI_SKULabel_PriceListRT,46
U,MOLI_SKULabel,U,MOLI_SKULabel_ProductionType,46
U,MOLI_SKULabel,U,MOLI_SKULabel_RE,46
U,MOLI_SKULabel,U,MOLI_SKULabel_Reg,46
U,MOLI_SKULabel,U,MOLI_SKULabel_RegAgent,46
U,MOLI_SKULabel,U,MOLI_SKULabel_Registrant,46
U,MOLI_SKULabel,U,MOLI_SKULabel_RP,46
U,MOLI_SKULabel,U,MOLI_TagLabelExt,46
U,MOLI_SKULabel,U,M_PriceList_ID,46
U,MOLI_SKULabel,U,M_Product_ID,46
U,MOLI_SKULabel,U,Phone,46
U,MOLI_SKULabel,U,PriceLimit,46
U,MOLI_SKULabel,U,PriceList,46
U,MOLI_SKULabel,U,PriceStd,46
U,MOLI_SKULabel,U,ProductCategoryBrand,46
U,MOLI_SKULabel,U,ProductCategoryBrandLine,46
U,MOLI_SKULabel,U,ProductName,46
U,MOLI_SKULabel,U,ProductSKU,46
U,MOLI_SKULabel,U,ProductUPC,46
U,MOLI_SKULabel,U,TaxCategory,46
U,MOLI_SKULabel,U,TaxID,46
U,MOLI_SKULabel,U,Updated,46
U,MOLI_SKULabel,U,UpdatedBy,46
U,Regulation_Form,U,AD_Client_ID,52
U,Regulation_Form,U,Address1,52
U,Regulation_Form,U,Address2,52
U,Regulation_Form,U,AD_Org_ID,52
U,Regulation_Form,U,AD_User_ID,52
U,Regulation_Form,U,C_BPartner_ID,52
U,Regulation_Form,U,C_BPartner_Location_ID,52
U,Regulation_Form,U,C_BPartnerRelation_ID,52
U,Regulation_Form,U,C_BPartnerRelation_Location_ID,52
U,Regulation_Form,U,CountryName,52
U,Regulation_Form,U,Created,52
U,Regulation_Form,U,CreatedBy,52
U,Regulation_Form,U,Date1,52
U,Regulation_Form,U,DateDoc,52
U,Regulation_Form,U,Description,52
U,Regulation_Form,U,DocumentNo,52
U,Regulation_Form,U,EMail,52
U,Regulation_Form,U,Help,52
U,Regulation_Form,U,IsActive,52
U,Regulation_Form,U,IsApproved,52
U,Regulation_Form,U,MailText,52
U,Regulation_Form,U,MOLI_Activity,52
U,Regulation_Form,U,MOLI_AltMaker,52
U,Regulation_Form,U,MOLI_CertNum,52
U,Regulation_Form,U,MOLI_ConcessionDate,52
U,Regulation_Form,U,MOLI_Dias_Concesion,52
U,Regulation_Form,U,MOLI_ExpirationDate,52
U,Regulation_Form,U,MOLI_MadeIn,52
U,Regulation_Form,U,MOLI_MainMaker,52
U,Regulation_Form,U,MOLI_NumMesaEntrada,52
U,Regulation_Form,U,MOLI_NumRE,52
U,Regulation_Form,U,MOLI_NumRE1,52
U,Regulation_Form,U,MOLI_Num_RSPA,52
U,Regulation_Form,U,MOLI_ProductData,52
U,Regulation_Form,U,MOLI_RegCommName,52
U,Regulation_Form,U,MOLI_RegForm_ID,52
U,Regulation_Form,U,MOLI_RegFormType,52
U,Regulation_Form,U,MOLI_RegForm_UU,52
U,Regulation_Form,U,MOLI_RegGenName,52
U,Regulation_Form,U,MOLI_RegPresentationForm,52
U,Regulation_Form,U,MOLI_RUC,52
U,Regulation_Form,U,MOLI_SellPerm,52
U,Regulation_Form,U,MOLI_SIMESE,52
U,Regulation_Form,U,Name,52
U,Regulation_Form,U,Phone,52
U,Regulation_Form,U,Phone2,52
U,Regulation_Form,U,ProductName,52
U,Regulation_Form,U,SalesRep_ID,52
U,Regulation_Form,U,TaxID,52
U,Regulation_Form,U,Updated,52
U,Regulation_Form,U,UpdatedBy,52
U,Regulation_Form,U,Value,52
U,Regulation_Form_Line,U,AD_Client_ID,29
U,Regulation_Form_Line,U,AD_Org_ID,29
U,Regulation_Form_Line,U,Created,29
U,Regulation_Form_Line,U,CreatedBy,29
U,Regulation_Form_Line,U,Date1,29
U,Regulation_Form_Line,U,Description,29
U,Regulation_Form_Line,U,IsActive,29
U,Regulation_Form_Line,U,MOLI_ActionRequired,29
U,Regulation_Form_Line,U,MOLI_DateCDAR,29
U,Regulation_Form_Line,U,MOLI_DateCLV,29
U,Regulation_Form_Line,U,MOLI_DateCP,29
U,Regulation_Form_Line,U,MOLI_DateFormula,29
U,Regulation_Form_Line,U,MOLI_DateGMP,29
U,Regulation_Form_Line,U,MOLI_DateKBIS,29
U,Regulation_Form_Line,U,MOLI_IsCartaPoder,29
U,Regulation_Form_Line,U,MOLI_IsCDAR,29
U,Regulation_Form_Line,U,MOLI_IsCLV,29
U,Regulation_Form_Line,U,MOLI_IsFormula,29
U,Regulation_Form_Line,U,MOLI_IsGMP,29
U,Regulation_Form_Line,U,MOLI_IsKBIS,29
U,Regulation_Form_Line,U,MOLI_RegForm_ID,29
U,Regulation_Form_Line,U,MOLI_RegFormLine_ID,29
U,Regulation_Form_Line,U,MOLI_RegFormLine_UU,29
U,Regulation_Form_Line,U,MOLI_RgmStatus,29
U,Regulation_Form_Line,U,MOLI_StatusType,29
U,Regulation_Form_Line,U,Name,29
U,Regulation_Form_Line,U,Updated,29
U,Regulation_Form_Line,U,UpdatedBy,29
U,Regulation_Form_Line,U,Value,29
U,Regulation_Form_Product,U,AD_Client_ID,21
U,Regulation_Form_Product,U,AD_Org_ID,21
U,Regulation_Form_Product,U,AD_User_ID,21
U,Regulation_Form_Product,U,CategoryName,21
U,Regulation_Form_Product,U,Created,21
U,Regulation_Form_Product,U,CreatedBy,21
U,Regulation_Form_Product,U,Description,21
U,Regulation_Form_Product,U,DocumentNo,21
U,Regulation_Form_Product,U,IsActive,21
U,Regulation_Form_Product,U,MOLI_RegForm_ID,21
U,Regulation_Form_Product,U,MOLI_RegFormProduct_ID,21
U,Regulation_Form_Product,U,MOLI_RegFormProduct_ID_UU,21
U,Regulation_Form_Product,U,M_Product_ID,21
U,Regulation_Form_Product,U,Name,21
U,Regulation_Form_Product,U,Name2,21
U,Regulation_Form_Product,U,ProductBrand_Value,21
U,Regulation_Form_Product,U,SalesRep_ID,21
U,Regulation_Form_Product,U,SKU,21
U,Regulation_Form_Product,U,Updated,21
U,Regulation_Form_Product,U,UpdatedBy,21
U,Regulation_Form_Product,U,Value,21
U,REST_Resource,U,AD_Client_ID,11
U,REST_Resource,U,AD_Org_ID,11
U,REST_Resource,U,Created,11
U,REST_Resource,U,CreatedBy,11
U,REST_Resource,U,IsActive,11
U,REST_Resource,U,Name,11
U,REST_Resource,U,REST_Resource_ID,11
U,REST_Resource,U,REST_ResourcePath,11
U,REST_Resource,U,REST_Resource_UU,11
U,REST_Resource,U,Updated,11
U,REST_Resource,U,UpdatedBy,11
U,REST_Resource_Access,U,AD_Client_ID,11
U,REST_Resource_Access,U,AD_Org_ID,11
U,REST_Resource_Access,U,AD_Role_ID,11
U,REST_Resource_Access,U,Created,11
U,REST_Resource_Access,U,CreatedBy,11
U,REST_Resource_Access,U,IsActive,11
U,REST_Resource_Access,U,REST_HttpMethods,11
U,REST_Resource_Access,U,REST_Resource_Access_UU,11
U,REST_Resource_Access,U,REST_Resource_ID,11
U,REST_Resource_Access,U,Updated,11
U,REST_Resource_Access,U,UpdatedBy,11
U,REST_View,U,AD_Client_ID,12
U,REST_View,U,AD_Org_ID,12
U,REST_View,U,AD_Table_ID,12
U,REST_View,U,Created,12
U,REST_View,U,CreatedBy,12
U,REST_View,U,IsActive,12
U,REST_View,U,Name,12
U,REST_View,U,REST_View_ID,12
U,REST_View,U,REST_View_UU,12
U,REST_View,U,Updated,12
U,REST_View,U,UpdatedBy,12
U,REST_View,U,WhereClause,12
U,REST_ViewColumn,U,AD_Client_ID,14
U,REST_ViewColumn,U,AD_Column_ID,14
U,REST_ViewColumn,U,AD_Org_ID,14
U,REST_ViewColumn,U,Created,14
U,REST_ViewColumn,U,CreatedBy,14
U,REST_ViewColumn,U,IsActive,14
U,REST_ViewColumn,U,Name,14
U,REST_ViewColumn,U,REST_ReferenceView_ID,14
U,REST_ViewColumn,U,REST_ViewColumn_ID,14
U,REST_ViewColumn,U,REST_ViewColumn_UU,14
U,REST_ViewColumn,U,REST_View_ID,14
U,REST_ViewColumn,U,SeqNo,14
U,REST_ViewColumn,U,Updated,14
U,REST_ViewColumn,U,UpdatedBy,14
U,REST_ViewRelated,U,AD_Client_ID,13
U,REST_ViewRelated,U,AD_Org_ID,13
U,REST_ViewRelated,U,Created,13
U,REST_ViewRelated,U,CreatedBy,13
U,REST_ViewRelated,U,IsActive,13
U,REST_ViewRelated,U,IsRestAutoExpand,13
U,REST_ViewRelated,U,Name,13
U,REST_ViewRelated,U,REST_RelatedRestView_ID,13
U,REST_ViewRelated,U,REST_View_ID,13
U,REST_ViewRelated,U,REST_ViewRelated_ID,13
U,REST_ViewRelated,U,REST_ViewRelated_UU,13
U,REST_ViewRelated,U,Updated,13
U,REST_ViewRelated,U,UpdatedBy,13
U,RV_M_ProductPrice,U,AD_Client_ID,22
U,RV_M_ProductPrice,U,AD_Org_ID,22
U,RV_M_ProductPrice,U,Created,22
U,RV_M_ProductPrice,U,CreatedBy,22
U,RV_M_ProductPrice,U,C_TaxCategory_ID,22
U,RV_M_ProductPrice,U,Discontinued,22
U,RV_M_ProductPrice,U,IsActive,22
U,RV_M_ProductPrice,U,IsSOPriceList,22
U,RV_M_ProductPrice,U,MOLI_ProductBrand_ID,22
U,RV_M_ProductPrice,U,MOLI_ProductLine_ID,22
U,RV_M_ProductPrice,U,M_PriceList_ID,22
U,RV_M_ProductPrice,U,M_PriceList_Version_ID,22
U,RV_M_ProductPrice,U,M_Product_Category_ID,22
U,RV_M_ProductPrice,U,PriceLimit,22
U,RV_M_ProductPrice,U,PriceList,22
U,RV_M_ProductPrice,U,PriceStd,22
U,RV_M_ProductPrice,U,productkey,22
U,RV_M_ProductPrice,U,ProductName,22
U,RV_M_ProductPrice,U,SKU,22
U,RV_M_ProductPrice,U,UPC,22
U,RV_M_ProductPrice,U,Updated,22
U,RV_M_ProductPrice,U,UpdatedBy,22
